qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,gene_seq,Gene_norm,organism,GeneID
MCYST_162.Contig_33,NZ_JXYX01000001.1:1382667-1384103,97.704,1437,33,0,6322,7758,1,1437,0,2471,NZ_JXYX01000001.1:1382667-1384103 OA58_RS06495 [organism=Microcystis aeruginosa NIES-88] [GeneID=66705916] [chromosome=],OA58_RS06495,Microcystis aeruginosa NIES-88,66705916
MCYST_162.Contig_73,NZ_JXYX01000010.1:c144263-143616,97.377,648,17,0,5703,6350,1,648,0,1103,NZ_JXYX01000010.1:c144263-143616 OA58_RS19090 [organism=Microcystis aeruginosa NIES-88] [GeneID=66708248] [chromosome=],OA58_RS19090,Microcystis aeruginosa NIES-88,66708248
MCYST_162.Contig_83,NZ_JXYX01000014.1:c55009-53006,96.76,895,29,0,5379,6273,1,895,0,1493,NZ_JXYX01000014.1:c55009-53006 uvrB [organism=Microcystis aeruginosa NIES-88] [GeneID=66708695] [chromosome=],uvrB,Microcystis aeruginosa NIES-88,66708695
MCYST_162.Contig_83,NZ_CP085785.1:c545139-543139,77.536,276,57,3,5549,5821,170,443,6.05e-40,161,NZ_CP085785.1:c545139-543139 uvrB [organism=Synechococcus elongatus PCC 6301] [GeneID=72429388] [chromosome=],uvrB,Synechococcus elongatus PCC 6301,72429388
MCYST_162.Contig_153,NZ_JXYX01000015.1:c45892-43928,97.506,1965,47,2,1624,3587,1964,1,0,3356,NZ_JXYX01000015.1:c45892-43928 recJ [organism=Microcystis aeruginosa NIES-88] [GeneID=66708786] [chromosome=],recJ,Microcystis aeruginosa NIES-88,66708786
MCYST_162.Contig_189,NZ_JXYX01000003.1:c241171-239060,96.486,1366,48,0,3155,4520,1,1366,0,2257,NZ_JXYX01000003.1:c241171-239060 recQ [organism=Microcystis aeruginosa NIES-88] [GeneID=66706647] [chromosome=],recQ,Microcystis aeruginosa NIES-88,66706647
MCYST_162.Contig_189,NZ_AESD01000712.1:c15827-13695,73.63,1259,300,32,3174,4416,23,1265,4.96e-129,457,NZ_AESD01000712.1:c15827-13695 recQ [organism=Crocosphaera watsonii WH 0003] [GeneID=88768133] [chromosome=],recQ,Crocosphaera watsonii WH 0003,88768133
MCYST_162.Contig_257,NZ_JXYX01000001.1:c845495-843027,98.299,2469,42,0,210,2678,2469,1,0,4327,NZ_JXYX01000001.1:c845495-843027 recG [organism=Microcystis aeruginosa NIES-88] [GeneID=66705455] [chromosome=],recG,Microcystis aeruginosa NIES-88,66705455
MCYST_162.Contig_257,NZ_LR882952.1:c4098973-4096490,76.689,1347,282,30,310,1640,2384,1054,0,719,NZ_LR882952.1:c4098973-4096490 recG [organism=Planktothrix agardhii] [GeneID=77289917] [chromosome=I],recG,Planktothrix agardhii,77289917
MCYST_162.Contig_257,NZ_CP020114.1:1494535-1497006,75.466,1072,245,16,372,1434,2310,1248,3.99e-144,507,NZ_CP020114.1:1494535-1497006 recG [organism=Nodularia spumigena UHCC 0039] [GeneID=78016614] [chromosome=],recG,Nodularia spumigena UHCC 0039,78016614
MCYST_162.Contig_258,NZ_JXYX01000015.1:c41779-39131,97.892,2372,50,0,1,2372,2372,1,0,4104,NZ_JXYX01000015.1:c41779-39131 mutS [organism=Microcystis aeruginosa NIES-88] [GeneID=66708783] [chromosome=],mutS,Microcystis aeruginosa NIES-88,66708783
MCYST_162.Contig_263,NZ_JXYX01000011.1:95421-97148,97.569,1563,38,0,1,1563,1563,1,0,2676,NZ_JXYX01000011.1:95421-97148 recN [organism=Microcystis aeruginosa NIES-88] [GeneID=66708379] [chromosome=],recN,Microcystis aeruginosa NIES-88,66708379
MCYST_162.Contig_263,NZ_KE384623.1:25615-27345,77.612,134,28,2,1414,1546,150,18,1.01e-15,80.5,NZ_KE384623.1:25615-27345 recN [organism=Dolichospermum circinale AWQC131C] [GeneID=78013610] [chromosome=],recN,Dolichospermum circinale AWQC131C,78013610
MCYST_162.Contig_266,NZ_JXYX01000002.1:c55249-54122,97.961,1128,23,0,225,1352,1128,1,0,1956,NZ_JXYX01000002.1:c55249-54122 recF [organism=Microcystis aeruginosa NIES-88] [GeneID=66706044] [chromosome=],recF,Microcystis aeruginosa NIES-88,66706044
MCYST_162.Contig_266,NZ_AESD01000744.1:c2484-1342,71.521,769,179,27,304,1046,1061,307,5.81e-43,171,NZ_AESD01000744.1:c2484-1342 recF [organism=Crocosphaera watsonii WH 0003] [GeneID=88768363] [chromosome=],recF,Crocosphaera watsonii WH 0003,88768363
MCYST_162.Contig_266,NZ_AESD01000744.1:c2484-1342,83.099,71,12,0,1228,1298,125,55,2.82e-11,65.8,NZ_AESD01000744.1:c2484-1342 recF [organism=Crocosphaera watsonii WH 0003] [GeneID=88768363] [chromosome=],recF,Crocosphaera watsonii WH 0003,88768363
MCYST_162.Contig_305,NZ_JXYX01000003.1:285054-286931,98.083,1878,36,0,919,2796,1878,1,0,3269,NZ_JXYX01000003.1:285054-286931 uvrC [organism=Microcystis aeruginosa NIES-88] [GeneID=66706686] [chromosome=],uvrC,Microcystis aeruginosa NIES-88,66706686
MCYST_162.Contig_305,NZ_LR882952.1:825531-827390,77.633,693,153,2,1988,2679,806,115,4.75e-118,420,NZ_LR882952.1:825531-827390 uvrC [organism=Planktothrix agardhii] [GeneID=77286894] [chromosome=I],uvrC,Planktothrix agardhii,77286894
MCYST_162.Contig_305,NZ_LR882952.1:825531-827390,72.27,696,164,21,928,1619,1857,1187,1.46e-48,189,NZ_LR882952.1:825531-827390 uvrC [organism=Planktothrix agardhii] [GeneID=77286894] [chromosome=I],uvrC,Planktothrix agardhii,77286894
MCYST_162.Contig_305,NZ_AESD01000514.1:2053-3888,72.74,708,174,17,924,1620,1831,1132,5.18e-58,220,NZ_AESD01000514.1:2053-3888 uvrC [organism=Crocosphaera watsonii WH 0003] [GeneID=88766978] [chromosome=],uvrC,Crocosphaera watsonii WH 0003,88766978
MCYST_162.Contig_305,NZ_AJLL01000040.1:c5960-4056,75.956,366,86,2,2225,2589,572,208,5.25e-48,187,NZ_AJLL01000040.1:c5960-4056 uvrC [organism=Fischerella thermalis PCC 7521] [GeneID=35799822] [chromosome=],uvrC,Fischerella thermalis PCC 7521,35799822
MCYST_162.Contig_320,NZ_JXYX01000001.1:c665504-663222,97.109,2283,66,0,444,2726,2283,1,0,3851,NZ_JXYX01000001.1:c665504-663222 recJ [organism=Microcystis aeruginosa NIES-88] [GeneID=66705282] [chromosome=],recJ,Microcystis aeruginosa NIES-88,66705282
MCYST_24.Contig_4,NZ_JXYX01000011.1:116877-117659,97.957,783,16,0,6647,7429,1,783,0,1358,NZ_JXYX01000011.1:116877-117659 recO [organism=Microcystis aeruginosa NIES-88] [GeneID=66708399] [chromosome=],recO,Microcystis aeruginosa NIES-88,66708399
MCYST_24.Contig_41,NZ_JXYX01000001.1:283692-286061,97.291,2289,62,0,4547,6835,1,2289,0,3884,NZ_JXYX01000001.1:283692-286061 OA58_RS01350 [organism=Microcystis aeruginosa NIES-88] [GeneID=66704975] [chromosome=],OA58_RS01350,Microcystis aeruginosa NIES-88,66704975
MCYST_24.Contig_56,NZ_JXYX01000003.1:c241171-239060,95.621,2101,92,0,2781,4881,2101,1,0,3371,NZ_JXYX01000003.1:c241171-239060 recQ [organism=Microcystis aeruginosa NIES-88] [GeneID=66706647] [chromosome=],recQ,Microcystis aeruginosa NIES-88,66706647
MCYST_24.Contig_56,NZ_AESD01000712.1:c15827-13695,73.634,1263,301,32,3620,4866,1265,19,1.88e-129,459,NZ_AESD01000712.1:c15827-13695 recQ [organism=Crocosphaera watsonii WH 0003] [GeneID=88768133] [chromosome=],recQ,Crocosphaera watsonii WH 0003,88768133
MCYST_24.Contig_76,NZ_JXYX01000011.1:95421-97148,97.795,1723,38,0,3788,5510,1,1723,0,2972,NZ_JXYX01000011.1:95421-97148 recN [organism=Microcystis aeruginosa NIES-88] [GeneID=66708379] [chromosome=],recN,Microcystis aeruginosa NIES-88,66708379
MCYST_24.Contig_100,NZ_JXYX01000001.1:c665504-663222,95.839,2283,95,0,2146,4428,1,2283,0,3690,NZ_JXYX01000001.1:c665504-663222 recJ [organism=Microcystis aeruginosa NIES-88] [GeneID=66705282] [chromosome=],recJ,Microcystis aeruginosa NIES-88,66705282
MCYST_24.Contig_107,NZ_JXYX01000003.1:c235202-234798,95.455,308,14,0,4772,5079,391,84,1.53e-139,492,NZ_JXYX01000003.1:c235202-234798 mutT [organism=Microcystis aeruginosa NIES-88] [GeneID=66706643] [chromosome=],mutT,Microcystis aeruginosa NIES-88,66706643
MCYST_24.Contig_119,NZ_JXYX01000015.1:74716-76242,97.446,1527,39,0,71,1597,1,1527,0,2604,NZ_JXYX01000015.1:74716-76242 radA [organism=Microcystis aeruginosa NIES-88] [GeneID=66708815] [chromosome=],radA,Microcystis aeruginosa NIES-88,66708815
MCYST_24.Contig_119,NZ_AESD01000164.1:3534-5099,77.802,928,200,6,615,1539,569,1493,2.39e-162,568,NZ_AESD01000164.1:3534-5099 radA [organism=Crocosphaera watsonii WH 0003] [GeneID=88764873] [chromosome=],radA,Crocosphaera watsonii WH 0003,88764873
MCYST_24.Contig_133,NZ_JXYX01000002.1:c450913-449846,96.629,1068,36,0,2656,3723,1,1068,0,1773,NZ_JXYX01000002.1:c450913-449846 recA [organism=Microcystis aeruginosa NIES-88] [GeneID=66706395] [chromosome=],recA,Microcystis aeruginosa NIES-88,66706395
MCYST_24.Contig_133,NZ_AESD01000488.1:c12901-11825,80.932,944,180,0,2656,3599,1,944,0,747,NZ_AESD01000488.1:c12901-11825 recA [organism=Crocosphaera watsonii WH 0003] [GeneID=88766835] [chromosome=],recA,Crocosphaera watsonii WH 0003,88766835
MCYST_24.Contig_155,NZ_JXYX01000001.1:368066-368695,97.125,626,18,0,666,1291,626,1,0,1057,NZ_JXYX01000001.1:368066-368695 ruvA [organism=Microcystis aeruginosa NIES-88] [GeneID=66705048] [chromosome=],ruvA,Microcystis aeruginosa NIES-88,66705048
MCYST_24.Contig_163,NZ_JXYX01000001.1:1382667-1384103,97.034,1416,42,0,2743,4158,1,1416,0,2383,NZ_JXYX01000001.1:1382667-1384103 OA58_RS06495 [organism=Microcystis aeruginosa NIES-88] [GeneID=66705916] [chromosome=],OA58_RS06495,Microcystis aeruginosa NIES-88,66705916
MCYST_24.Contig_193,NZ_JXYX01000003.1:285054-286931,98.649,222,3,0,4021,4242,1,222,3.7e-110,394,NZ_JXYX01000003.1:285054-286931 uvrC [organism=Microcystis aeruginosa NIES-88] [GeneID=66706686] [chromosome=],uvrC,Microcystis aeruginosa NIES-88,66706686
MCYST_24.Contig_466,NZ_JXYX01000002.1:c55249-54122,97.77,1076,24,0,1,1076,53,1128,0,1855,NZ_JXYX01000002.1:c55249-54122 recF [organism=Microcystis aeruginosa NIES-88] [GeneID=66706044] [chromosome=],recF,Microcystis aeruginosa NIES-88,66706044
MCYST_24.Contig_466,NZ_AESD01000744.1:c2484-1342,71.651,769,178,27,255,997,307,1061,9.22e-45,176,NZ_AESD01000744.1:c2484-1342 recF [organism=Crocosphaera watsonii WH 0003] [GeneID=88768363] [chromosome=],recF,Crocosphaera watsonii WH 0003,88768363
MCYST_24.Contig_467,NZ_JXYX01000001.1:c589407-588163,90.78,1269,93,15,882,2150,1245,1,0,1674,NZ_JXYX01000001.1:c589407-588163 sigC [organism=Microcystis aeruginosa NIES-88] [GeneID=66705214] [chromosome=],sigC,Microcystis aeruginosa NIES-88,66705214
MCYST_24.Contig_474,NZ_JXYX01000015.1:c41779-39131,96.887,2441,76,0,215,2655,2649,209,0,4087,NZ_JXYX01000015.1:c41779-39131 mutS [organism=Microcystis aeruginosa NIES-88] [GeneID=66708783] [chromosome=],mutS,Microcystis aeruginosa NIES-88,66708783
MCYST_24.Contig_497,NZ_JXYX01000001.1:949860-950450,96.863,255,8,0,3,257,337,591,2.2e-120,427,NZ_JXYX01000001.1:949860-950450 recR [organism=Microcystis aeruginosa NIES-88] [GeneID=66705557] [chromosome=],recR,Microcystis aeruginosa NIES-88,66705557
MCYST_24.Contig_528,NZ_JXYX01000015.1:c45892-43928,97.252,1965,52,2,282,2245,1964,1,0,3328,NZ_JXYX01000015.1:c45892-43928 recJ [organism=Microcystis aeruginosa NIES-88] [GeneID=66708786] [chromosome=],recJ,Microcystis aeruginosa NIES-88,66708786
MCYST_2.Contig_1,NZ_JXYX01000003.1:c241171-239060,95.431,2101,96,0,83341,85441,2101,1,0,3349,NZ_JXYX01000003.1:c241171-239060 recQ [organism=Microcystis aeruginosa NIES-88] [GeneID=66706647] [chromosome=],recQ,Microcystis aeruginosa NIES-88,66706647
MCYST_2.Contig_1,NZ_AESD01000712.1:c15827-13695,73.481,1267,308,28,84174,85426,1271,19,1.71e-126,453,NZ_AESD01000712.1:c15827-13695 recQ [organism=Crocosphaera watsonii WH 0003] [GeneID=88768133] [chromosome=],recQ,Crocosphaera watsonii WH 0003,88768133
MCYST_2.Contig_2,NZ_JXYX01000001.1:949860-950450,96.108,591,23,0,79881,80471,1,591,0,965,NZ_JXYX01000001.1:949860-950450 recR [organism=Microcystis aeruginosa NIES-88] [GeneID=66705557] [chromosome=],recR,Microcystis aeruginosa NIES-88,66705557
MCYST_2.Contig_2,NZ_JXYX01000003.1:435808-436338,96.234,531,20,0,34726,35256,531,1,0,870,NZ_JXYX01000003.1:435808-436338 OA58_RS11420 [organism=Microcystis aeruginosa NIES-88] [GeneID=66706819] [chromosome=],OA58_RS11420,Microcystis aeruginosa NIES-88,66706819
MCYST_2.Contig_4,NZ_JXYX01000003.1:285054-286931,98.243,1878,33,0,35074,36951,1,1878,0,3286,NZ_JXYX01000003.1:285054-286931 uvrC [organism=Microcystis aeruginosa NIES-88] [GeneID=66706686] [chromosome=],uvrC,Microcystis aeruginosa NIES-88,66706686
MCYST_2.Contig_4,NZ_JXYX01000015.1:74716-76242,98.69,1527,20,0,57034,58560,1,1527,0,2710,NZ_JXYX01000015.1:74716-76242 radA [organism=Microcystis aeruginosa NIES-88] [GeneID=66708815] [chromosome=],radA,Microcystis aeruginosa NIES-88,66708815
MCYST_2.Contig_4,NZ_AESD01000164.1:3534-5099,78.343,905,190,6,57587,58488,578,1479,4.48e-165,580,NZ_AESD01000164.1:3534-5099 radA [organism=Crocosphaera watsonii WH 0003] [GeneID=88764873] [chromosome=],radA,Crocosphaera watsonii WH 0003,88764873
MCYST_2.Contig_4,NZ_LR882952.1:825531-827390,77.633,693,153,2,35191,35882,115,806,1.03e-116,420,NZ_LR882952.1:825531-827390 uvrC [organism=Planktothrix agardhii] [GeneID=77286894] [chromosome=I],uvrC,Planktothrix agardhii,77286894
MCYST_2.Contig_4,NZ_LR882952.1:825531-827390,72.27,696,164,20,36251,36942,1187,1857,3.17e-47,189,NZ_LR882952.1:825531-827390 uvrC [organism=Planktothrix agardhii] [GeneID=77286894] [chromosome=I],uvrC,Planktothrix agardhii,77286894
MCYST_2.Contig_4,NZ_AJLL01000060.1:30160-31707,75.22,908,210,14,57592,58493,595,1493,1.34e-115,416,NZ_AJLL01000060.1:30160-31707 radA [organism=Fischerella thermalis PCC 7521] [GeneID=35799024] [chromosome=],radA,Fischerella thermalis PCC 7521,35799024
MCYST_2.Contig_4,NZ_AESD01000514.1:2053-3888,72.766,705,179,12,36250,36946,1132,1831,2.42e-58,226,NZ_AESD01000514.1:2053-3888 uvrC [organism=Crocosphaera watsonii WH 0003] [GeneID=88766978] [chromosome=],uvrC,Crocosphaera watsonii WH 0003,88766978
MCYST_2.Contig_4,NZ_AJLL01000040.1:c5960-4056,76.23,366,85,2,35281,35645,208,572,2.45e-48,193,NZ_AJLL01000040.1:c5960-4056 uvrC [organism=Fischerella thermalis PCC 7521] [GeneID=35799822] [chromosome=],uvrC,Fischerella thermalis PCC 7521,35799822
MCYST_2.Contig_5,NZ_JXYX01000004.1:150513-150981,97.441,469,12,0,58249,58717,469,1,0,800,NZ_JXYX01000004.1:150513-150981 lexA [organism=Microcystis aeruginosa NIES-88] [GeneID=66706939] [chromosome=],lexA,Microcystis aeruginosa NIES-88,66706939
MCYST_2.Contig_33,NZ_JXYX01000015.1:c45892-43928,97.2,1964,55,0,23104,25067,1964,1,0,3323,NZ_JXYX01000015.1:c45892-43928 recJ [organism=Microcystis aeruginosa NIES-88] [GeneID=66708786] [chromosome=],recJ,Microcystis aeruginosa NIES-88,66708786
MCYST_2.Contig_34,NZ_JXYX01000001.1:c665504-663222,95.574,2282,101,0,20998,23279,2282,1,0,3655,NZ_JXYX01000001.1:c665504-663222 recJ [organism=Microcystis aeruginosa NIES-88] [GeneID=66705282] [chromosome=],recJ,Microcystis aeruginosa NIES-88,66705282
MCYST_2.Contig_39,NZ_JXYX01000010.1:c144263-143616,96.605,648,22,0,30042,30689,648,1,0,1075,NZ_JXYX01000010.1:c144263-143616 OA58_RS19090 [organism=Microcystis aeruginosa NIES-88] [GeneID=66708248] [chromosome=],OA58_RS19090,Microcystis aeruginosa NIES-88,66708248
MCYST_2.Contig_47,NZ_JXYX01000001.1:283692-286061,96.962,2370,72,0,25758,28127,2370,1,0,3978,NZ_JXYX01000001.1:283692-286061 OA58_RS01350 [organism=Microcystis aeruginosa NIES-88] [GeneID=66704975] [chromosome=],OA58_RS01350,Microcystis aeruginosa NIES-88,66704975
MCYST_2.Contig_54,NZ_JXYX01000002.1:c450913-449846,98.315,1068,18,0,9465,10532,1068,1,0,1873,NZ_JXYX01000002.1:c450913-449846 recA [organism=Microcystis aeruginosa NIES-88] [GeneID=66706395] [chromosome=],recA,Microcystis aeruginosa NIES-88,66706395
MCYST_2.Contig_54,NZ_AESD01000488.1:c12901-11825,80.614,944,183,0,9589,10532,944,1,0,730,NZ_AESD01000488.1:c12901-11825 recA [organism=Crocosphaera watsonii WH 0003] [GeneID=88766835] [chromosome=],recA,Crocosphaera watsonii WH 0003,88766835
MCYST_2.Contig_55,NZ_JXYX01000001.1:1382667-1384103,96.257,1416,53,0,7350,8765,1416,1,0,2322,NZ_JXYX01000001.1:1382667-1384103 OA58_RS06495 [organism=Microcystis aeruginosa NIES-88] [GeneID=66705916] [chromosome=],OA58_RS06495,Microcystis aeruginosa NIES-88,66705916
MCYST_2.Contig_61,NZ_JXYX01000011.1:95421-97148,97.449,1725,44,0,20415,22139,1,1725,0,2942,NZ_JXYX01000011.1:95421-97148 recN [organism=Microcystis aeruginosa NIES-88] [GeneID=66708379] [chromosome=],recN,Microcystis aeruginosa NIES-88,66708379
MCYST_2.Contig_66,NZ_JXYX01000008.1:214032-216905,97.142,2869,82,0,2979,5847,2869,1,0,4844,NZ_JXYX01000008.1:214032-216905 uvrA [organism=Microcystis aeruginosa NIES-88] [GeneID=66707956] [chromosome=],uvrA,Microcystis aeruginosa NIES-88,66707956
MCYST_2.Contig_66,NZ_CP047242.1:5785454-5788351,73.342,1613,382,43,3068,4656,2813,1225,3.26e-157,553,NZ_CP047242.1:5785454-5788351 uvrA [organism=Trichormus variabilis 0441] [GeneID=58726386] [chromosome=],uvrA,Trichormus variabilis 0441,58726386
MCYST_2.Contig_66,NZ_CP047242.1:5785454-5788351,75.028,909,210,13,4928,5823,983,79,9.65e-113,405,NZ_CP047242.1:5785454-5788351 uvrA [organism=Trichormus variabilis 0441] [GeneID=58726386] [chromosome=],uvrA,Trichormus variabilis 0441,58726386
MCYST_2.Contig_66,NZ_LAHB01000066.1:14261-17194,73.798,1019,243,17,4820,5829,1112,109,1.63e-105,381,NZ_LAHB01000066.1:14261-17194 uvrA [organism=Nostoc linckia z6] [GeneID=57097684] [chromosome=],uvrA,Nostoc linckia z6,57097684
MCYST_2.Contig_66,NZ_CP065936.1:191293-194172,72.851,884,209,20,4971,5829,947,70,2.84e-73,274,NZ_CP065936.1:191293-194172 uvrA [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779321] [chromosome=],uvrA,Cylindrospermopsis raciborskii Cr2010,92779321
MCYST_2.Contig_95,NZ_JXYX01000002.1:c55249-54122,97.429,1128,29,0,4360,5487,1128,1,0,1923,NZ_JXYX01000002.1:c55249-54122 recF [organism=Microcystis aeruginosa NIES-88] [GeneID=66706044] [chromosome=],recF,Microcystis aeruginosa NIES-88,66706044
MCYST_2.Contig_95,NZ_AESD01000744.1:c2484-1342,71.651,769,178,27,4439,5181,1061,307,6.62e-44,176,NZ_AESD01000744.1:c2484-1342 recF [organism=Crocosphaera watsonii WH 0003] [GeneID=88768363] [chromosome=],recF,Crocosphaera watsonii WH 0003,88768363
MCYST_2.Contig_115,NZ_JXYX01000001.1:1089920-1090996,95.172,1077,52,0,8751,9827,1077,1,0,1701,NZ_JXYX01000001.1:1089920-1090996 ruvB [organism=Microcystis aeruginosa NIES-88] [GeneID=66705679] [chromosome=],ruvB,Microcystis aeruginosa NIES-88,66705679
MCYST_2.Contig_133,NZ_JXYX01000008.1:c181072-179420,97.338,1653,44,0,11415,13067,1,1653,0,2809,NZ_JXYX01000008.1:c181072-179420 mutL [organism=Microcystis aeruginosa NIES-88] [GeneID=66707922] [chromosome=],mutL,Microcystis aeruginosa NIES-88,66707922
MCYST_2.Contig_134,NZ_JXYX01000003.1:c235202-234798,95.141,391,19,0,3069,3459,391,1,6.44e-177,617,NZ_JXYX01000003.1:c235202-234798 mutT [organism=Microcystis aeruginosa NIES-88] [GeneID=66706643] [chromosome=],mutT,Microcystis aeruginosa NIES-88,66706643
MCYST_2.Contig_137,NZ_JXYX01000014.1:c55009-53006,97.455,2004,51,0,990,2993,2004,1,0,3419,NZ_JXYX01000014.1:c55009-53006 uvrB [organism=Microcystis aeruginosa NIES-88] [GeneID=66708695] [chromosome=],uvrB,Microcystis aeruginosa NIES-88,66708695
MCYST_2.Contig_137,NZ_JXYX01000011.1:116877-117659,97.829,783,17,0,7878,8660,783,1,0,1352,NZ_JXYX01000011.1:116877-117659 recO [organism=Microcystis aeruginosa NIES-88] [GeneID=66708399] [chromosome=],recO,Microcystis aeruginosa NIES-88,66708399
MCYST_2.Contig_137,NZ_CP085785.1:c545139-543139,70.936,1421,392,19,1414,2823,1580,170,2.54e-86,316,NZ_CP085785.1:c545139-543139 uvrB [organism=Synechococcus elongatus PCC 6301] [GeneID=72429388] [chromosome=],uvrB,Synechococcus elongatus PCC 6301,72429388
MCYST_2.Contig_140,NZ_JXYX01000001.1:c845495-843027,97.732,2469,56,0,225,2693,2469,1,0,4250,NZ_JXYX01000001.1:c845495-843027 recG [organism=Microcystis aeruginosa NIES-88] [GeneID=66705455] [chromosome=],recG,Microcystis aeruginosa NIES-88,66705455
MCYST_2.Contig_140,NZ_LR882952.1:c4098973-4096490,76.689,1347,282,30,325,1655,2384,1054,0,719,NZ_LR882952.1:c4098973-4096490 recG [organism=Planktothrix agardhii] [GeneID=77289917] [chromosome=I],recG,Planktothrix agardhii,77289917
MCYST_2.Contig_140,NZ_CP020114.1:1494535-1497006,75.28,1072,247,16,387,1449,2310,1248,3.01e-140,496,NZ_CP020114.1:1494535-1497006 recG [organism=Nodularia spumigena UHCC 0039] [GeneID=78016614] [chromosome=],recG,Nodularia spumigena UHCC 0039,78016614
MCYST_2.Contig_144,NZ_JXYX01000001.1:368066-368695,98.254,630,11,0,9302,9931,1,630,0,1103,NZ_JXYX01000001.1:368066-368695 ruvA [organism=Microcystis aeruginosa NIES-88] [GeneID=66705048] [chromosome=],ruvA,Microcystis aeruginosa NIES-88,66705048
MCYST_2.Contig_241,NZ_JXYX01000015.1:c41779-39131,97.848,2649,57,0,193,2841,2649,1,0,4577,NZ_JXYX01000015.1:c41779-39131 mutS [organism=Microcystis aeruginosa NIES-88] [GeneID=66708783] [chromosome=],mutS,Microcystis aeruginosa NIES-88,66708783
MCYST_31.Contig_6,NZ_JXYX01000001.1:c665504-663222,97.284,2283,62,0,9236,11518,1,2283,0,3873,NZ_JXYX01000001.1:c665504-663222 recJ [organism=Microcystis aeruginosa NIES-88] [GeneID=66705282] [chromosome=],recJ,Microcystis aeruginosa NIES-88,66705282
MCYST_31.Contig_9,NZ_JXYX01000011.1:95421-97148,98.995,1592,16,0,1,1592,134,1725,0,2852,NZ_JXYX01000011.1:95421-97148 recN [organism=Microcystis aeruginosa NIES-88] [GeneID=66708379] [chromosome=],recN,Microcystis aeruginosa NIES-88,66708379
MCYST_31.Contig_10,NZ_JXYX01000002.1:c450913-449846,98.127,1068,20,0,16833,17900,1068,1,0,1862,NZ_JXYX01000002.1:c450913-449846 recA [organism=Microcystis aeruginosa NIES-88] [GeneID=66706395] [chromosome=],recA,Microcystis aeruginosa NIES-88,66706395
MCYST_31.Contig_10,NZ_AESD01000488.1:c12901-11825,80.741,945,180,2,16957,17900,944,1,0,736,NZ_AESD01000488.1:c12901-11825 recA [organism=Crocosphaera watsonii WH 0003] [GeneID=88766835] [chromosome=],recA,Crocosphaera watsonii WH 0003,88766835
MCYST_31.Contig_15,NZ_JXYX01000011.1:116877-117659,97.957,783,16,0,2625,3407,1,783,0,1358,NZ_JXYX01000011.1:116877-117659 recO [organism=Microcystis aeruginosa NIES-88] [GeneID=66708399] [chromosome=],recO,Microcystis aeruginosa NIES-88,66708399
MCYST_31.Contig_29,NZ_JXYX01000001.1:1382667-1384103,97.456,1415,36,0,6733,8147,1,1415,0,2414,NZ_JXYX01000001.1:1382667-1384103 OA58_RS06495 [organism=Microcystis aeruginosa NIES-88] [GeneID=66705916] [chromosome=],OA58_RS06495,Microcystis aeruginosa NIES-88,66705916
MCYST_31.Contig_38,NZ_JXYX01000003.1:435808-436338,98.682,531,7,0,20850,21380,531,1,0,942,NZ_JXYX01000003.1:435808-436338 OA58_RS11420 [organism=Microcystis aeruginosa NIES-88] [GeneID=66706819] [chromosome=],OA58_RS11420,Microcystis aeruginosa NIES-88,66706819
MCYST_31.Contig_40,NZ_JXYX01000003.1:285054-286931,98.243,1878,33,0,12339,14216,1878,1,0,3286,NZ_JXYX01000003.1:285054-286931 uvrC [organism=Microcystis aeruginosa NIES-88] [GeneID=66706686] [chromosome=],uvrC,Microcystis aeruginosa NIES-88,66706686
MCYST_31.Contig_40,NZ_LR882952.1:825531-827390,76.978,695,154,5,13408,14099,806,115,8.09e-109,392,NZ_LR882952.1:825531-827390 uvrC [organism=Planktothrix agardhii] [GeneID=77286894] [chromosome=I],uvrC,Planktothrix agardhii,77286894
MCYST_31.Contig_40,NZ_LR882952.1:825531-827390,72.126,696,165,21,12348,13039,1857,1187,5.3e-46,183,NZ_LR882952.1:825531-827390 uvrC [organism=Planktothrix agardhii] [GeneID=77286894] [chromosome=I],uvrC,Planktothrix agardhii,77286894
MCYST_31.Contig_40,NZ_AESD01000514.1:2053-3888,72.753,712,177,15,12339,13040,1836,1132,3.12e-58,224,NZ_AESD01000514.1:2053-3888 uvrC [organism=Crocosphaera watsonii WH 0003] [GeneID=88766978] [chromosome=],uvrC,Crocosphaera watsonii WH 0003,88766978
MCYST_31.Contig_59,NZ_JXYX01000001.1:c845495-843027,99.431,1582,9,0,1,1582,1582,1,0,2872,NZ_JXYX01000001.1:c845495-843027 recG [organism=Microcystis aeruginosa NIES-88] [GeneID=66705455] [chromosome=],recG,Microcystis aeruginosa NIES-88,66705455
MCYST_31.Contig_71,NZ_JXYX01000008.1:214032-216905,98.501,2869,43,0,6783,9651,1,2869,0,5060,NZ_JXYX01000008.1:214032-216905 uvrA [organism=Microcystis aeruginosa NIES-88] [GeneID=66707956] [chromosome=],uvrA,Microcystis aeruginosa NIES-88,66707956
MCYST_31.Contig_71,NZ_CP047242.1:5785454-5788351,73.304,1607,393,33,7974,9562,1225,2813,5.05e-159,558,NZ_CP047242.1:5785454-5788351 uvrA [organism=Trichormus variabilis 0441] [GeneID=58726386] [chromosome=],uvrA,Trichormus variabilis 0441,58726386
