gene_callers_id,source,accession,function,e_value,contig,genome
109650,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",3.3000000000000003e-78,CYBIM_73.Contig_7,CYBIM_73
109751,COG20_FUNCTION,COG2801!!!COG2963,Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),5.199999999999999e-38,CYBIM_73.Contig_7,CYBIM_73
109754,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),8e-9,CYBIM_73.Contig_7,CYBIM_73
109756,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",1.8e-64,CYBIM_73.Contig_7,CYBIM_73
109757,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",1.2e-7,CYBIM_73.Contig_7,CYBIM_73
109759,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",4.2999999999999995e-100,CYBIM_73.Contig_7,CYBIM_73
110474,COG20_FUNCTION,COG2801!!!COG2963,Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),5.1e-16,CYBIM_73.Contig_13,CYBIM_73
110787,COG20_FUNCTION,COG3677,Transposase InsA (InsA),6.300000000000001e-22,CYBIM_73.Contig_16,CYBIM_73
110937,COG20_FUNCTION,COG3677,Transposase InsA (InsA),7.000000000000001e-81,CYBIM_73.Contig_18,CYBIM_73
110944,COG20_FUNCTION,COG4584,Transposase,4.2e-116,CYBIM_73.Contig_18,CYBIM_73
111042,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),9.1e-140,CYBIM_73.Contig_20,CYBIM_73
111043,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),6.4e-48,CYBIM_73.Contig_20,CYBIM_73
111481,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",4.2e-26,CYBIM_73.Contig_32,CYBIM_73
111482,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",2.9e-12,CYBIM_73.Contig_32,CYBIM_73
112126,COG20_FUNCTION,COG3677,Transposase InsA (InsA),1.8e-25,CYBIM_76.Contig_2,CYBIM_76
112384,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",3.5999999999999993e-149,CYBIM_76.Contig_4,CYBIM_76
112532,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),1.6000000000000001e-27,CYBIM_76.Contig_5,CYBIM_76
112679,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),3.2e-70,CYBIM_76.Contig_5,CYBIM_76
112802,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",2.7999999999999994e-149,CYBIM_76.Contig_6,CYBIM_76
112807,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),1.9e-33,CYBIM_76.Contig_6,CYBIM_76
112808,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),2.3e-65,CYBIM_76.Contig_6,CYBIM_76
113079,COG20_FUNCTION,COG3677,Transposase InsA (InsA),8.899999999999999e-84,CYBIM_76.Contig_9,CYBIM_76
113098,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),6.4e-6,CYBIM_76.Contig_9,CYBIM_76
113399,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",1.8e-148,CYBIM_76.Contig_11,CYBIM_76
113675,COG20_FUNCTION,COG3677,Transposase InsA (InsA),9.4e-54,CYBIM_76.Contig_15,CYBIM_76
113676,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),1.3e-42,CYBIM_76.Contig_15,CYBIM_76
113677,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),4.9e-33,CYBIM_76.Contig_15,CYBIM_76
113678,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),1.3e-49,CYBIM_76.Contig_15,CYBIM_76
113680,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),1.2999999999999997e-102,CYBIM_76.Contig_15,CYBIM_76
113835,COG20_FUNCTION,COG3677,Transposase InsA (InsA),3.8e-15,CYBIM_76.Contig_16,CYBIM_76
113926,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",3.2999999999999997e-158,CYBIM_76.Contig_18,CYBIM_76
114031,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",4.4e-155,CYBIM_76.Contig_19,CYBIM_76
114078,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),5.4e-47,CYBIM_76.Contig_20,CYBIM_76
114079,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),1.4000000000000001e-101,CYBIM_76.Contig_20,CYBIM_76
114424,COG20_FUNCTION,COG2826,"Transposase and inactivated derivatives, IS30 family (Tra8)",2.1000000000000002e-30,CYBIM_76.Contig_25,CYBIM_76
114582,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",1.3e-17,CYBIM_76.Contig_31,CYBIM_76
114834,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),2.2e-18,CYBIM_77.Contig_1,CYBIM_77
115295,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),3.7e-13,CYBIM_77.Contig_4,CYBIM_77
115660,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",2.2999999999999998e-38,CYBIM_77.Contig_6,CYBIM_77
115662,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",2.1e-36,CYBIM_77.Contig_6,CYBIM_77
115685,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",4.4e-109,CYBIM_77.Contig_6,CYBIM_77
115732,COG20_FUNCTION,COG5659,SRSO17 transposase (Srso17),2.3e-78,CYBIM_77.Contig_7,CYBIM_77
115790,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",9.7e-14,CYBIM_77.Contig_7,CYBIM_77
115792,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",1e-7,CYBIM_77.Contig_7,CYBIM_77
115793,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",1.8e-30,CYBIM_77.Contig_7,CYBIM_77
115794,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",2.5e-9,CYBIM_77.Contig_7,CYBIM_77
115991,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),7.2e-10,CYBIM_77.Contig_10,CYBIM_77
116066,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",1.1e-7,CYBIM_77.Contig_10,CYBIM_77
116142,COG20_FUNCTION,COG2801!!!COG3415,"Transposase InsO and inactivated derivatives (Tra5)!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",5.5e-8,CYBIM_77.Contig_11,CYBIM_77
116988,COG20_FUNCTION,COG2826!!!COG4974,"Transposase and inactivated derivatives, IS30 family (Tra8)!!!Site-specific recombinase XerD (XerD) (PDB:1A0P)",1.7e-29,CYBIM_77.Contig_24,CYBIM_77
117041,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),8.799999999999998e-152,CYBIM_77.Contig_26,CYBIM_77
117043,COG20_FUNCTION,COG4584,Transposase,5.9e-61,CYBIM_77.Contig_26,CYBIM_77
117162,COG20_FUNCTION,COG4584,Transposase,2.5e-87,CYBIM_77.Contig_29,CYBIM_77
117166,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",1.4e-15,CYBIM_77.Contig_29,CYBIM_77
117169,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",1.3999999999999999e-96,CYBIM_77.Contig_29,CYBIM_77
119890,COG20_FUNCTION,COG2826,"Transposase and inactivated derivatives, IS30 family (Tra8)",2.6e-19,CYBIM_80.Contig_139,CYBIM_80
119891,COG20_FUNCTION,COG2826,"Transposase and inactivated derivatives, IS30 family (Tra8)",2.5999999999999997e-36,CYBIM_80.Contig_139,CYBIM_80
121691,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),3.9e-116,CYBIM_89.Contig_11,CYBIM_89
122624,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",2.7000000000000002e-98,CYBIM_89.Contig_28,CYBIM_89
122873,COG20_FUNCTION,COG2801!!!COG3415,"Transposase InsO and inactivated derivatives (Tra5)!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",2.1e-138,CYBIM_89.Contig_36,CYBIM_89
123035,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),5.2e-34,CYBIM_89.Contig_46,CYBIM_89
123130,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),4.4e-135,CYBIM_89.Contig_53,CYBIM_89
123157,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",7.4e-13,CYBIM_90.Contig_1,CYBIM_90
123875,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),3.8e-17,CYBIM_90.Contig_8,CYBIM_90
124154,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),6.4e-7,CYBIM_90.Contig_11,CYBIM_90
124155,COG20_FUNCTION,COG3677,Transposase InsA (InsA),5.5e-78,CYBIM_90.Contig_11,CYBIM_90
124351,COG20_FUNCTION,COG3677,Transposase InsA (InsA),1.5e-8,CYBIM_90.Contig_14,CYBIM_90
124498,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",2.1e-51,CYBIM_90.Contig_17,CYBIM_90
124499,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",2.8e-72,CYBIM_90.Contig_17,CYBIM_90
124516,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",4.6999999999999996e-157,CYBIM_90.Contig_18,CYBIM_90
124811,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",3.3e-39,CYBIM_90.Contig_25,CYBIM_90
124813,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",2.1e-9,CYBIM_90.Contig_25,CYBIM_90
124814,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",6.3e-16,CYBIM_90.Contig_25,CYBIM_90
124944,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),2.1e-42,CYBIM_90.Contig_29,CYBIM_90
124945,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),5.1e-18,CYBIM_90.Contig_29,CYBIM_90
125159,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",2.5000000000000002e-22,CYBIM_90.Contig_35,CYBIM_90
125268,COG20_FUNCTION,COG2826,"Transposase and inactivated derivatives, IS30 family (Tra8)",6.6e-24,CYBIM_90.Contig_40,CYBIM_90
125269,COG20_FUNCTION,COG2826,"Transposase and inactivated derivatives, IS30 family (Tra8)",1.3e-49,CYBIM_90.Contig_40,CYBIM_90
125486,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",5.8e-61,CYBIM_90.Contig_50,CYBIM_90
126237,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",5.600000000000001e-23,CYBIM_90.Contig_133,CYBIM_90
126963,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),4.5e-9,CYBIM_93.Contig_3,CYBIM_93
126964,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),1.5e-9,CYBIM_93.Contig_3,CYBIM_93
126965,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),1.1999999999999998e-48,CYBIM_93.Contig_3,CYBIM_93
127200,COG20_FUNCTION,COG3677,Transposase InsA (InsA),5e-79,CYBIM_93.Contig_4,CYBIM_93
127257,COG20_FUNCTION,COG2826,"Transposase and inactivated derivatives, IS30 family (Tra8)",1.3e-49,CYBIM_93.Contig_4,CYBIM_93
127258,COG20_FUNCTION,COG2826,"Transposase and inactivated derivatives, IS30 family (Tra8)",1.8e-10,CYBIM_93.Contig_4,CYBIM_93
127626,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),3.1e-51,CYBIM_93.Contig_7,CYBIM_93
127627,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),1.5e-143,CYBIM_93.Contig_7,CYBIM_93
127748,COG20_FUNCTION,COG5659,SRSO17 transposase (Srso17),1.5e-82,CYBIM_93.Contig_8,CYBIM_93
128063,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),4.4e-14,CYBIM_93.Contig_12,CYBIM_93
128064,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),1.2e-26,CYBIM_93.Contig_12,CYBIM_93
128481,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",1.9e-45,CYBIM_93.Contig_17,CYBIM_93
128593,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),4.5e-12,CYBIM_93.Contig_19,CYBIM_93
128597,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),5.2e-45,CYBIM_93.Contig_19,CYBIM_93
128634,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),6.100000000000001e-28,CYBIM_93.Contig_20,CYBIM_93
128640,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),1.3e-125,CYBIM_93.Contig_20,CYBIM_93
128641,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),6.6e-54,CYBIM_93.Contig_20,CYBIM_93
128644,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),1.3e-17,CYBIM_93.Contig_20,CYBIM_93
129107,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",8.4e-114,CYBIM_93.Contig_27,CYBIM_93
129343,COG20_FUNCTION,COG2801!!!COG2963,Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),4.899999999999999e-38,CYBIM_93.Contig_32,CYBIM_93
129555,COG20_FUNCTION,COG2801!!!COG2963,Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),1.3999999999999997e-133,CYBIM_93.Contig_37,CYBIM_93
129556,COG20_FUNCTION,COG2801!!!COG2963,Transposase InsO and inactivated derivatives (Tra5)!!!Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),2.3e-9,CYBIM_93.Contig_37,CYBIM_93
129859,COG20_FUNCTION,COG3677,Transposase InsA (InsA),1.1e-78,CYBIM_93.Contig_49,CYBIM_93
130378,COG20_FUNCTION,COG3677,Transposase InsA (InsA),3.3999999999999997e-38,CYBIM_94.Contig_6,CYBIM_94
130482,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),2.7e-13,CYBIM_94.Contig_9,CYBIM_94
130630,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",1.9e-31,CYBIM_94.Contig_12,CYBIM_94
131781,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",3.3e-54,CYBIM_94.Contig_63,CYBIM_94
131782,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",3.3999999999999995e-105,CYBIM_94.Contig_63,CYBIM_94
131783,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",4.7e-91,CYBIM_94.Contig_63,CYBIM_94
132032,COG20_FUNCTION,COG3328,Transposase (or an inactivated derivative) (IS285),9.8e-64,CYBIM_94.Contig_81,CYBIM_94
132145,COG20_FUNCTION,COG3677,Transposase InsA (InsA),1.5e-75,CYBIM_94.Contig_91,CYBIM_94
132219,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),2.2e-7,CYBIM_94.Contig_98,CYBIM_94
132220,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),2.1e-14,CYBIM_94.Contig_98,CYBIM_94
132419,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",3e-7,CYBIM_94.Contig_119,CYBIM_94
132684,COG20_FUNCTION,COG3666,"Transposase, IS1182 family",1.2e-10,CYBIM_94.Contig_161,CYBIM_94
132802,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),9.9e-16,CYBIM_94.Contig_188,CYBIM_94
133417,COG20_FUNCTION,COG5659,SRSO17 transposase (Srso17),5.8e-63,CYBIM_96.Contig_30,CYBIM_96
134140,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",2.5e-17,CYBIM_96.Contig_98,CYBIM_96
134701,COG20_FUNCTION,COG3677,Transposase InsA (InsA),2e-16,CYBIM_96.Contig_177,CYBIM_96
135263,COG20_FUNCTION,COG3436,Transposase,3.4e-8,CYBIM_96.Contig_288,CYBIM_96
135435,COG20_FUNCTION,COG3039,"Transposase and inactivated derivatives, IS5 family (IS5)",3.5e-12,CYBIM_96.Contig_325,CYBIM_96
135795,COG20_FUNCTION,COG4584,Transposase,9e-111,CYBIM_96.Contig_409,CYBIM_96
135874,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),4.599999999999999e-88,DOLIS_105.Contig_3,DOLIS_105
135969,COG20_FUNCTION,COG0675,Transposase (InsQ),3.899999999999999e-185,DOLIS_105.Contig_5,DOLIS_105
136110,COG20_FUNCTION,COG3677,Transposase InsA (InsA),1.6e-33,DOLIS_105.Contig_9,DOLIS_105
136292,COG20_FUNCTION,COG0675,Transposase (InsQ),1.4999999999999997e-216,DOLIS_105.Contig_15,DOLIS_105
136504,COG20_FUNCTION,COG0675,Transposase (InsQ),9.599999999999999e-67,DOLIS_105.Contig_21,DOLIS_105
136736,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),5.4e-64,DOLIS_105.Contig_30,DOLIS_105
136841,COG20_FUNCTION,COG0675,Transposase (InsQ),1.7e-60,DOLIS_105.Contig_35,DOLIS_105
136907,COG20_FUNCTION,COG0675,Transposase (InsQ),6.1999999999999994e-173,DOLIS_105.Contig_37,DOLIS_105
137205,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),3.0999999999999997e-90,DOLIS_105.Contig_51,DOLIS_105
137598,COG20_FUNCTION,COG0675,Transposase (InsQ),5.7e-9,DOLIS_105.Contig_74,DOLIS_105
137748,COG20_FUNCTION,COG0675,Transposase (InsQ),1.8999999999999998e-173,DOLIS_105.Contig_83,DOLIS_105
137776,COG20_FUNCTION,COG0675,Transposase (InsQ),5.599999999999999e-181,DOLIS_105.Contig_84,DOLIS_105
137842,COG20_FUNCTION,COG3335,Transposase,2.3e-25,DOLIS_105.Contig_88,DOLIS_105
137860,COG20_FUNCTION,COG0675,Transposase (InsQ),6.4e-15,DOLIS_105.Contig_89,DOLIS_105
137863,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),3.3e-75,DOLIS_105.Contig_90,DOLIS_105
137865,COG20_FUNCTION,COG3547,Transposase,1.7e-25,DOLIS_105.Contig_90,DOLIS_105
137876,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.7e-79,DOLIS_105.Contig_90,DOLIS_105
138038,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),3.8999999999999995e-62,DOLIS_105.Contig_102,DOLIS_105
138074,COG20_FUNCTION,COG0675,Transposase (InsQ),2.9e-6,DOLIS_105.Contig_105,DOLIS_105
138099,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),8.599999999999999e-48,DOLIS_105.Contig_106,DOLIS_105
138133,COG20_FUNCTION,COG0675,Transposase (InsQ),3.7e-8,DOLIS_105.Contig_109,DOLIS_105
138149,COG20_FUNCTION,COG3464,Transposase,9.5e-103,DOLIS_105.Contig_109,DOLIS_105
138427,COG20_FUNCTION,COG0675,Transposase (InsQ),3.1e-35,DOLIS_105.Contig_130,DOLIS_105
138480,COG20_FUNCTION,COG3335,Transposase,1.6e-91,DOLIS_105.Contig_134,DOLIS_105
138501,COG20_FUNCTION,COG0675,Transposase (InsQ),9.4e-48,DOLIS_105.Contig_136,DOLIS_105
138698,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),1.9999999999999998e-42,DOLIS_105.Contig_152,DOLIS_105
138699,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),1.0999999999999999e-32,DOLIS_105.Contig_152,DOLIS_105
138771,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),9.500000000000001e-59,DOLIS_105.Contig_158,DOLIS_105
138803,COG20_FUNCTION,COG0675,Transposase (InsQ),1.3e-44,DOLIS_105.Contig_162,DOLIS_105
138806,COG20_FUNCTION,COG0675,Transposase (InsQ),1.5e-50,DOLIS_105.Contig_162,DOLIS_105
138899,COG20_FUNCTION,COG1404!!!COG1943,"Serine protease, subtilisin family (AprE) (PDB:1SCJ)!!!REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8)",7.2e-129,DOLIS_105.Contig_169,DOLIS_105
138949,COG20_FUNCTION,COG5421,Transposase,2.5e-119,DOLIS_105.Contig_174,DOLIS_105
139027,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.9e-98,DOLIS_105.Contig_181,DOLIS_105
139298,COG20_FUNCTION,COG0675,Transposase (InsQ),1.3999999999999998e-41,DOLIS_105.Contig_209,DOLIS_105
139353,COG20_FUNCTION,COG5421,Transposase,1.9e-150,DOLIS_105.Contig_214,DOLIS_105
139359,COG20_FUNCTION,COG3335,Transposase,2.1e-58,DOLIS_105.Contig_214,DOLIS_105
139366,COG20_FUNCTION,COG0675,Transposase (InsQ),4.2e-31,DOLIS_105.Contig_215,DOLIS_105
139377,COG20_FUNCTION,COG1404!!!COG1943,"Serine protease, subtilisin family (AprE) (PDB:1SCJ)!!!REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8)",1e-304,DOLIS_105.Contig_217,DOLIS_105
139387,COG20_FUNCTION,COG3677,Transposase InsA (InsA),8.2e-43,DOLIS_105.Contig_218,DOLIS_105
139488,COG20_FUNCTION,COG0675,Transposase (InsQ),2.2000000000000004e-28,DOLIS_105.Contig_230,DOLIS_105
139551,COG20_FUNCTION,COG0675,Transposase (InsQ),5.7e-9,DOLIS_105.Contig_235,DOLIS_105
139622,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.1999999999999999e-54,DOLIS_105.Contig_244,DOLIS_105
139775,COG20_FUNCTION,COG0675,Transposase (InsQ),9.4e-7,DOLIS_105.Contig_263,DOLIS_105
139806,COG20_FUNCTION,COG0675,Transposase (InsQ),9.099999999999999e-126,DOLIS_105.Contig_268,DOLIS_105
140052,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),1.2e-9,DOLIS_105.Contig_303,DOLIS_105
140158,COG20_FUNCTION,COG0675,Transposase (InsQ),1.5999999999999997e-56,DOLIS_105.Contig_319,DOLIS_105
140165,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),4e-90,DOLIS_105.Contig_321,DOLIS_105
140293,COG20_FUNCTION,COG0675,Transposase (InsQ),3.1e-10,DOLIS_105.Contig_343,DOLIS_105
140393,COG20_FUNCTION,COG0675,Transposase (InsQ),1.3e-12,DOLIS_105.Contig_360,DOLIS_105
140713,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),2e-11,DOLIS_105.Contig_441,DOLIS_105
140714,COG20_FUNCTION,COG0675,Transposase (InsQ),4.899999999999999e-207,DOLIS_105.Contig_441,DOLIS_105
140725,COG20_FUNCTION,COG3464,Transposase,3.8e-124,DOLIS_105.Contig_445,DOLIS_105
140849,COG20_FUNCTION,COG0675,Transposase (InsQ),1.6999999999999998e-73,DOLIS_105.Contig_471,DOLIS_105
140856,COG20_FUNCTION,COG3547,Transposase,3.5e-13,DOLIS_105.Contig_472,DOLIS_105
140862,COG20_FUNCTION,COG5421,Transposase,9.2e-64,DOLIS_105.Contig_474,DOLIS_105
140863,COG20_FUNCTION,COG5421,Transposase,1.9999999999999997e-103,DOLIS_105.Contig_474,DOLIS_105
140995,COG20_FUNCTION,COG0675,Transposase (InsQ),5.699999999999999e-216,DOLIS_187.Contig_1,DOLIS_187
141024,COG20_FUNCTION,COG0675,Transposase (InsQ),1.4000000000000002e-118,DOLIS_187.Contig_2,DOLIS_187
141025,COG20_FUNCTION,COG0675,Transposase (InsQ),7.8e-14,DOLIS_187.Contig_2,DOLIS_187
141038,COG20_FUNCTION,COG1404!!!COG1943,"Serine protease, subtilisin family (AprE) (PDB:1SCJ)!!!REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8)",2.0999999999999997e-305,DOLIS_187.Contig_2,DOLIS_187
141078,COG20_FUNCTION,COG3335,Transposase,7.5e-15,DOLIS_187.Contig_2,DOLIS_187
141117,COG20_FUNCTION,COG0675,Transposase (InsQ),1.2e-207,DOLIS_187.Contig_2,DOLIS_187
141204,COG20_FUNCTION,COG0675,Transposase (InsQ),1.6e-138,DOLIS_187.Contig_3,DOLIS_187
141299,COG20_FUNCTION,COG0675,Transposase (InsQ),7.699999999999999e-170,DOLIS_187.Contig_4,DOLIS_187
141460,COG20_FUNCTION,COG0675,Transposase (InsQ),8.999999999999999e-71,DOLIS_187.Contig_5,DOLIS_187
141461,COG20_FUNCTION,COG0675,Transposase (InsQ),9.2e-115,DOLIS_187.Contig_5,DOLIS_187
141476,COG20_FUNCTION,COG0675,Transposase (InsQ),1.6e-39,DOLIS_187.Contig_6,DOLIS_187
141477,COG20_FUNCTION,COG0675,Transposase (InsQ),9.1e-28,DOLIS_187.Contig_6,DOLIS_187
141592,COG20_FUNCTION,COG0675,Transposase (InsQ),1.8e-207,DOLIS_187.Contig_7,DOLIS_187
141798,COG20_FUNCTION,COG0675,Transposase (InsQ),4.8e-20,DOLIS_187.Contig_9,DOLIS_187
141849,COG20_FUNCTION,COG5421,Transposase,2.4e-7,DOLIS_187.Contig_10,DOLIS_187
141869,COG20_FUNCTION,COG0675,Transposase (InsQ),1.0999999999999998e-161,DOLIS_187.Contig_10,DOLIS_187
141958,COG20_FUNCTION,COG0675,Transposase (InsQ),6e-205,DOLIS_187.Contig_11,DOLIS_187
142088,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),9.2e-33,DOLIS_187.Contig_13,DOLIS_187
142089,COG20_FUNCTION,COG0675,Transposase (InsQ),2.9999999999999998e-174,DOLIS_187.Contig_13,DOLIS_187
142090,COG20_FUNCTION,COG0675,Transposase (InsQ),1.3e-13,DOLIS_187.Contig_13,DOLIS_187
142140,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),2.4e-45,DOLIS_187.Contig_13,DOLIS_187
